time,Max_Power
20200331:1111,60000
20200331:1211,60000
20200331:1311,60000
20200331:1411,60000
20200331:1511,60000
20200331:1611,60000
20200331:1711,60000
20200331:1811,60000
20200331:1911,60000
20200331:2011,60000
20200331:2111,60000
20200331:2211,60000
20200331:2311,60000
20200401:0011,60000
20200401:0111,60000
20200401:0211,60000
20200401:0311,60000
20200401:0411,60000
20200401:0511,60000
20200401:0611,60000
20200401:0711,60000
20200401:0811,60000
20200401:0911,60000
20200401:1011,60000
20200401:1111,60000
20200401:1211,60000
20200401:1311,60000
20200401:1411,60000
20200401:1511,60000
20200401:1611,60000
20200401:1711,60000
20200401:1811,60000
20200401:1911,60000
20200401:2011,60000
20200401:2111,60000
20200401:2211,60000
20200401:2311,60000
20200402:0011,60000
20200402:0111,60000
20200402:0211,60000
20200402:0311,60000
20200402:0411,60000
20200402:0511,60000
20200402:0611,60000
20200402:0711,60000
20200402:0811,60000
20200402:0911,60000
20200402:1011,60000
20200402:1111,60000
20200402:1211,60000
20200402:1311,60000
20200402:1411,60000
20200402:1511,60000
20200402:1611,60000
20200402:1711,60000
20200402:1811,60000
20200402:1911,60000
20200402:2011,60000
20200402:2111,60000
20200402:2211,60000
20200402:2311,60000
20200403:0011,60000
20200403:0111,60000
20200403:0211,60000
20200403:0311,60000
20200403:0411,60000
20200403:0511,60000
20200403:0611,60000
20200403:0711,60000
20200403:0811,60000
20200403:0911,60000
20200403:1011,60000
20200403:1111,60000
20200403:1211,60000
20200403:1311,60000
20200403:1411,60000
20200403:1511,60000
20200403:1611,60000
20200403:1711,60000
20200403:1811,60000
20200403:1911,60000
20200403:2011,60000
20200403:2111,60000
20200403:2211,60000
20200403:2311,60000
20200404:0011,60000
20200404:0111,60000
20200404:0211,60000
20200404:0311,60000
20200404:0411,60000
20200404:0511,60000
20200404:0611,60000
20200404:0711,60000
20200404:0811,60000
20200404:0911,60000
20200404:1011,60000
20200404:1111,60000
20200404:1211,60000
20200404:1311,60000
20200404:1411,60000
20200404:1511,60000
20200404:1611,60000
20200404:1711,60000
20200404:1811,60000
20200404:1911,60000
20200404:2011,60000
20200404:2111,60000
20200404:2211,60000
20200404:2311,60000
20200405:0011,60000
20200405:0111,60000
20200405:0211,60000
20200405:0311,60000
20200405:0411,60000
20200405:0511,60000
20200405:0611,60000
20200405:0711,60000
20200405:0811,60000
20200405:0911,60000
20200405:1011,60000
20200405:1111,60000
20200405:1211,60000
20200405:1311,60000
20200405:1411,60000
20200405:1511,60000
20200405:1611,60000
20200405:1711,60000
20200405:1811,60000
20200405:1911,60000
20200405:2011,60000
20200405:2111,60000
20200405:2211,60000
20200405:2311,60000
20200406:0011,60000
20200406:0111,60000
20200406:0211,60000
20200406:0311,60000
20200406:0411,60000
20200406:0511,60000
20200406:0611,60000
20200406:0711,60000
20200406:0811,60000
20200406:0911,60000
20200406:1011,60000
20200406:1111,60000
20200406:1211,60000
20200406:1311,60000
20200406:1411,60000
20200406:1511,60000
20200406:1611,60000
20200406:1711,60000
20200406:1811,60000
20200406:1911,60000
20200406:2011,60000
20200406:2111,60000
20200406:2211,60000
20200406:2311,60000
20200407:0011,60000
20200407:0111,60000
20200407:0211,60000
20200407:0311,60000
20200407:0411,60000
20200407:0511,60000
20200407:0611,60000
20200407:0711,60000
20200407:0811,60000
20200407:0911,60000
20200407:1011,60000
20200407:1111,60000
20200407:1211,60000
20200407:1311,60000
20200407:1411,60000
20200407:1511,60000
20200407:1611,60000
20200407:1711,60000
20200407:1811,60000
20200407:1911,60000
20200407:2011,60000
20200407:2111,60000
20200407:2211,60000
20200407:2311,60000
20200408:0011,60000
20200408:0111,60000
20200408:0211,60000
20200408:0311,60000
20200408:0411,60000
20200408:0511,60000
20200408:0611,60000
20200408:0711,60000
20200408:0811,60000
20200408:0911,60000
20200408:1011,60000
20200408:1111,60000
20200408:1211,60000
20200408:1311,60000
20200408:1411,60000
20200408:1511,60000
20200408:1611,60000
20200408:1711,60000
20200408:1811,60000
20200408:1911,60000
20200408:2011,60000
20200408:2111,60000
20200408:2211,60000
20200408:2311,60000
20200409:0011,60000
20200409:0111,60000
20200409:0211,60000
20200409:0311,60000
20200409:0411,60000
20200409:0511,60000
20200409:0611,60000
20200409:0711,60000
20200409:0811,60000
20200409:0911,60000
20200409:1011,60000
20200409:1111,60000
20200409:1211,60000
20200409:1311,60000
20200409:1411,60000
20200409:1511,60000
20200409:1611,60000
20200409:1711,60000
20200409:1811,60000
20200409:1911,60000
20200409:2011,60000
20200409:2111,60000
20200409:2211,60000
20200409:2311,60000
20200410:0011,60000
20200410:0111,60000
20200410:0211,60000
20200410:0311,60000
20200410:0411,60000
20200410:0511,60000
20200410:0611,60000
20200410:0711,60000
20200410:0811,60000
20200410:0911,60000
20200410:1011,60000
20200410:1111,60000
20200410:1211,60000
20200410:1311,60000
20200410:1411,60000
20200410:1511,60000
20200410:1611,60000
20200410:1711,60000
20200410:1811,60000
20200410:1911,60000
20200410:2011,60000
20200410:2111,60000
20200410:2211,60000
20200410:2311,60000
20200411:0011,60000
20200411:0111,60000
20200411:0211,60000
20200411:0311,60000
20200411:0411,60000
20200411:0511,60000
20200411:0611,60000
20200411:0711,60000
20200411:0811,60000
20200411:0911,60000
20200411:1011,60000
20200411:1111,60000
20200411:1211,60000
20200411:1311,60000
20200411:1411,60000
20200411:1511,60000
20200411:1611,60000
20200411:1711,60000
20200411:1811,60000
20200411:1911,60000
20200411:2011,60000
20200411:2111,60000
20200411:2211,60000
20200411:2311,60000
20200412:0011,60000
20200412:0111,60000
20200412:0211,60000
20200412:0311,60000
20200412:0411,60000
20200412:0511,60000
20200412:0611,60000
20200412:0711,60000
20200412:0811,60000
20200412:0911,60000
20200412:1011,60000
20200412:1111,60000
20200412:1211,60000
20200412:1311,60000
20200412:1411,60000
20200412:1511,60000
20200412:1611,60000
20200412:1711,60000
20200412:1811,60000
20200412:1911,60000
20200412:2011,60000
20200412:2111,60000
20200412:2211,60000
20200412:2311,60000
20200413:0011,60000
20200413:0111,60000
20200413:0211,60000
20200413:0311,60000
20200413:0411,60000
20200413:0511,60000
20200413:0611,60000
20200413:0711,60000
20200413:0811,60000
20200413:0911,60000
20200413:1011,60000
20200413:1111,60000
20200413:1211,60000
20200413:1311,60000
20200413:1411,60000
20200413:1511,60000
20200413:1611,60000
20200413:1711,60000
20200413:1811,60000
20200413:1911,60000
20200413:2011,60000
20200413:2111,60000
20200413:2211,60000
20200413:2311,60000
20200414:0011,60000
20200414:0111,60000
20200414:0211,60000
20200414:0311,60000
20200414:0411,60000
20200414:0511,60000
20200414:0611,60000
20200414:0711,60000
20200414:0811,60000
20200414:0911,60000
20200414:1011,60000
20200414:1111,60000
20200414:1211,60000
20200414:1311,60000
20200414:1411,60000
20200414:1511,60000
20200414:1611,60000
20200414:1711,60000
20200414:1811,60000
20200414:1911,60000
20200414:2011,60000
20200414:2111,60000
20200414:2211,60000
20200414:2311,60000
20200415:0011,60000
20200415:0111,60000
20200415:0211,60000
20200415:0311,60000
20200415:0411,60000
20200415:0511,60000
20200415:0611,60000
20200415:0711,60000
20200415:0811,60000
20200415:0911,60000
20200415:1011,60000
20200415:1111,60000
20200415:1211,60000
20200415:1311,60000
20200415:1411,60000
20200415:1511,60000
20200415:1611,60000
20200415:1711,60000
20200415:1811,60000
20200415:1911,60000
20200415:2011,60000
20200415:2111,60000
20200415:2211,60000
20200415:2311,60000
20200416:0011,60000
20200416:0111,60000
20200416:0211,60000
20200416:0311,60000
20200416:0411,60000
20200416:0511,60000
20200416:0611,60000
20200416:0711,60000
20200416:0811,60000
20200416:0911,60000
20200416:1011,60000
20200416:1111,60000
20200416:1211,60000
20200416:1311,60000
20200416:1411,60000
20200416:1511,60000
20200416:1611,60000
20200416:1711,60000
20200416:1811,60000
20200416:1911,60000
20200416:2011,60000
20200416:2111,60000
20200416:2211,60000
20200416:2311,60000
20200417:0011,60000
20200417:0111,60000
20200417:0211,60000
20200417:0311,60000
20200417:0411,60000
20200417:0511,60000
20200417:0611,60000
20200417:0711,60000
20200417:0811,60000
20200417:0911,60000
20200417:1011,60000
20200417:1111,60000
20200417:1211,60000
20200417:1311,60000
20200417:1411,60000
20200417:1511,60000
20200417:1611,60000
20200417:1711,60000
20200417:1811,60000
20200417:1911,60000
20200417:2011,60000
20200417:2111,60000
20200417:2211,60000
20200417:2311,60000
20200418:0011,60000
20200418:0111,60000
20200418:0211,60000
20200418:0311,60000
20200418:0411,60000
20200418:0511,60000
20200418:0611,60000
20200418:0711,60000
20200418:0811,60000
20200418:0911,60000
20200418:1011,60000
20200418:1111,60000
20200418:1211,60000
20200418:1311,60000
20200418:1411,60000
20200418:1511,60000
20200418:1611,60000
20200418:1711,60000
20200418:1811,60000
20200418:1911,60000
20200418:2011,60000
20200418:2111,60000
20200418:2211,60000
20200418:2311,60000
20200419:0011,60000
20200419:0111,60000
20200419:0211,60000
20200419:0311,60000
20200419:0411,60000
20200419:0511,60000
20200419:0611,60000
20200419:0711,60000
20200419:0811,60000
20200419:0911,60000
20200419:1011,60000
20200419:1111,60000
20200419:1211,60000
20200419:1311,60000
20200419:1411,60000
20200419:1511,60000
20200419:1611,60000
20200419:1711,60000
20200419:1811,60000
20200419:1911,60000
20200419:2011,60000
20200419:2111,60000
20200419:2211,60000
20200419:2311,60000
20200420:0011,60000
20200420:0111,60000
20200420:0211,60000
20200420:0311,60000
20200420:0411,60000
20200420:0511,60000
20200420:0611,60000
20200420:0711,60000
20200420:0811,60000
20200420:0911,60000
20200420:1011,60000
20200420:1111,60000
20200420:1211,60000
20200420:1311,60000
20200420:1411,60000
20200420:1511,60000
20200420:1611,60000
20200420:1711,60000
20200420:1811,60000
20200420:1911,60000
20200420:2011,60000
20200420:2111,60000
20200420:2211,60000
20200420:2311,60000
20200421:0011,60000
20200421:0111,60000
20200421:0211,60000
20200421:0311,60000
20200421:0411,60000
20200421:0511,60000
20200421:0611,60000
20200421:0711,60000
20200421:0811,60000
20200421:0911,60000
20200421:1011,60000
20200421:1111,60000
20200421:1211,60000
20200421:1311,60000
20200421:1411,60000
20200421:1511,60000
20200421:1611,60000
20200421:1711,60000
20200421:1811,60000
20200421:1911,60000
20200421:2011,60000
20200421:2111,60000
20200421:2211,60000
20200421:2311,60000
20200422:0011,60000
20200422:0111,60000
20200422:0211,60000
20200422:0311,60000
20200422:0411,60000
20200422:0511,60000
20200422:0611,60000
20200422:0711,60000
20200422:0811,60000
20200422:0911,60000
20200422:1011,60000
20200422:1111,60000
20200422:1211,60000
20200422:1311,60000
20200422:1411,60000
20200422:1511,60000
20200422:1611,60000
20200422:1711,60000
20200422:1811,60000
20200422:1911,60000
20200422:2011,60000
20200422:2111,60000
20200422:2211,60000
20200422:2311,60000
20200423:0011,60000
20200423:0111,60000
20200423:0211,60000
20200423:0311,60000
20200423:0411,60000
20200423:0511,60000
20200423:0611,60000
20200423:0711,60000
20200423:0811,60000
20200423:0911,60000
20200423:1011,60000
20200423:1111,60000
20200423:1211,60000
20200423:1311,60000
20200423:1411,60000
20200423:1511,60000
20200423:1611,60000
20200423:1711,60000
20200423:1811,60000
20200423:1911,60000
20200423:2011,60000
20200423:2111,60000
20200423:2211,60000
20200423:2311,60000
20200424:0011,60000
20200424:0111,60000
20200424:0211,60000
20200424:0311,60000
20200424:0411,60000
20200424:0511,60000
20200424:0611,60000
20200424:0711,60000
20200424:0811,60000
20200424:0911,60000
20200424:1011,60000
20200424:1111,60000
20200424:1211,60000
20200424:1311,60000
20200424:1411,60000
20200424:1511,60000
20200424:1611,60000
20200424:1711,60000
20200424:1811,60000
20200424:1911,60000
20200424:2011,60000
20200424:2111,60000
20200424:2211,60000
20200424:2311,60000
20200425:0011,60000
20200425:0111,60000
20200425:0211,60000
20200425:0311,60000
20200425:0411,60000
20200425:0511,60000
20200425:0611,60000
20200425:0711,60000
20200425:0811,60000
20200425:0911,60000
20200425:1011,60000
20200425:1111,60000
20200425:1211,60000
20200425:1311,60000
20200425:1411,60000
20200425:1511,60000
20200425:1611,60000
20200425:1711,60000
20200425:1811,60000
20200425:1911,60000
20200425:2011,60000
20200425:2111,60000
20200425:2211,60000
20200425:2311,60000
20200426:0011,60000
20200426:0111,60000
20200426:0211,60000
20200426:0311,60000
20200426:0411,60000
20200426:0511,60000
20200426:0611,60000
20200426:0711,60000
20200426:0811,60000
20200426:0911,60000
20200426:1011,60000
20200426:1111,60000
20200426:1211,60000
20200426:1311,60000
20200426:1411,60000
20200426:1511,60000
20200426:1611,60000
20200426:1711,60000
20200426:1811,60000
20200426:1911,60000
20200426:2011,60000
20200426:2111,60000
20200426:2211,60000
20200426:2311,60000
20200427:0011,60000
20200427:0111,60000
20200427:0211,60000
20200427:0311,60000
20200427:0411,60000
20200427:0511,60000
20200427:0611,60000
20200427:0711,60000
20200427:0811,60000
20200427:0911,60000
20200427:1011,60000
20200427:1111,60000
20200427:1211,60000
20200427:1311,60000
20200427:1411,60000
20200427:1511,60000
20200427:1611,60000
20200427:1711,60000
20200427:1811,60000
20200427:1911,60000
20200427:2011,60000
20200427:2111,60000
20200427:2211,60000
20200427:2311,60000
20200428:0011,60000
20200428:0111,60000
20200428:0211,60000
20200428:0311,60000
20200428:0411,60000
20200428:0511,60000
20200428:0611,60000
20200428:0711,60000
20200428:0811,60000
20200428:0911,60000
20200428:1011,60000
20200428:1111,60000
20200428:1211,60000
20200428:1311,60000
20200428:1411,60000
20200428:1511,60000
20200428:1611,60000
20200428:1711,60000
20200428:1811,60000
20200428:1911,60000
20200428:2011,60000
20200428:2111,60000
20200428:2211,60000
20200428:2311,60000
20200429:0011,60000
20200429:0111,60000
20200429:0211,60000
20200429:0311,60000
20200429:0411,60000
20200429:0511,60000
20200429:0611,60000
20200429:0711,60000
20200429:0811,60000
20200429:0911,60000
20200429:1011,60000
20200429:1111,60000
20200429:1211,60000
20200429:1311,60000
20200429:1411,60000
20200429:1511,60000
20200429:1611,60000
20200429:1711,60000
20200429:1811,60000
20200429:1911,60000
20200429:2011,60000
20200429:2111,60000
20200429:2211,60000
20200429:2311,60000
20200430:0011,60000
20200430:0111,60000
20200430:0211,60000
20200430:0311,60000
20200430:0411,60000
20200430:0511,60000
20200430:0611,60000
20200430:0711,60000
20200430:0811,60000
20200430:0911,60000
20200430:1011,60000
20200430:1111,60000
20200430:1211,60000
20200430:1311,60000
20200430:1411,60000
20200430:1511,60000
20200430:1611,60000
20200430:1711,60000
20200430:1811,60000
20200430:1911,60000
20200430:2011,60000
20200430:2111,60000
20200430:2211,60000
20200430:2311,60000
20200501:0011,60000
20200501:0111,60000
20200501:0211,60000
20200501:0311,60000
20200501:0411,60000
20200501:0511,60000
20200501:0611,60000
20200501:0711,60000
20200501:0811,60000
20200501:0911,60000
20200501:1011,60000
20200501:1111,60000
20200501:1211,60000
20200501:1311,60000
20200501:1411,60000
20200501:1511,60000
20200501:1611,60000
20200501:1711,60000
20200501:1811,60000
20200501:1911,60000
20200501:2011,60000
20200501:2111,60000
20200501:2211,60000
20200501:2311,60000
20200502:0011,60000
20200502:0111,60000
20200502:0211,60000
20200502:0311,60000
20200502:0411,60000
20200502:0511,60000
20200502:0611,60000
20200502:0711,60000
20200502:0811,60000
20200502:0911,60000
20200502:1011,60000
20200502:1111,60000
20200502:1211,60000
20200502:1311,60000
20200502:1411,60000
20200502:1511,60000
20200502:1611,60000
20200502:1711,60000
20200502:1811,60000
20200502:1911,60000
20200502:2011,60000
20200502:2111,60000
20200502:2211,60000
20200502:2311,60000
20200503:0011,60000
20200503:0111,60000
20200503:0211,60000
20200503:0311,60000
20200503:0411,60000
20200503:0511,60000
20200503:0611,60000
20200503:0711,60000
20200503:0811,60000
20200503:0911,60000
20200503:1011,60000
20200503:1111,60000
20200503:1211,60000
20200503:1311,60000
20200503:1411,60000
20200503:1511,60000
20200503:1611,60000
20200503:1711,60000
20200503:1811,60000
20200503:1911,60000
20200503:2011,60000
20200503:2111,60000
20200503:2211,60000
20200503:2311,60000
20200504:0011,60000
20200504:0111,60000
20200504:0211,60000
20200504:0311,60000
20200504:0411,60000
20200504:0511,60000
20200504:0611,60000
20200504:0711,60000
20200504:0811,60000
20200504:0911,60000
20200504:1011,60000
20200504:1111,60000
20200504:1211,60000
20200504:1311,60000
20200504:1411,60000
20200504:1511,60000
20200504:1611,60000
20200504:1711,60000
20200504:1811,60000
20200504:1911,60000
20200504:2011,60000
20200504:2111,60000
20200504:2211,60000
20200504:2311,60000
20200505:0011,60000
20200505:0111,60000
20200505:0211,60000
20200505:0311,60000
20200505:0411,60000
20200505:0511,60000
20200505:0611,60000
20200505:0711,60000
20200505:0811,60000
20200505:0911,60000
20200505:1011,60000
20200505:1111,60000
20200505:1211,60000
20200505:1311,60000
20200505:1411,60000
20200505:1511,60000
20200505:1611,60000
20200505:1711,60000
20200505:1811,60000
20200505:1911,60000
20200505:2011,60000
20200505:2111,60000
20200505:2211,60000
20200505:2311,60000
20200506:0011,60000
20200506:0111,60000
20200506:0211,60000
20200506:0311,60000
20200506:0411,60000
20200506:0511,60000
20200506:0611,60000
20200506:0711,60000
20200506:0811,60000
20200506:0911,60000
20200506:1011,60000
20200506:1111,60000
20200506:1211,60000
20200506:1311,60000
20200506:1411,60000
20200506:1511,60000
20200506:1611,60000
20200506:1711,60000
20200506:1811,60000
20200506:1911,60000
20200506:2011,60000
20200506:2111,60000
20200506:2211,60000
20200506:2311,60000
20200507:0011,60000
20200507:0111,60000
20200507:0211,60000
20200507:0311,60000
20200507:0411,60000
20200507:0511,60000
20200507:0611,60000
20200507:0711,60000
20200507:0811,60000
20200507:0911,60000
20200507:1011,60000
20200507:1111,60000
20200507:1211,60000
20200507:1311,60000
20200507:1411,60000
20200507:1511,60000
20200507:1611,60000
20200507:1711,60000
20200507:1811,60000
20200507:1911,60000
20200507:2011,60000
20200507:2111,60000
20200507:2211,60000
20200507:2311,60000
20200508:0011,60000
20200508:0111,60000
20200508:0211,60000
20200508:0311,60000
20200508:0411,60000
20200508:0511,60000
20200508:0611,60000
20200508:0711,60000
20200508:0811,60000
20200508:0911,60000
20200508:1011,60000
20200508:1111,60000
20200508:1211,60000
20200508:1311,60000
20200508:1411,60000
20200508:1511,60000
20200508:1611,60000
20200508:1711,60000
20200508:1811,60000
20200508:1911,60000
20200508:2011,60000
20200508:2111,60000
20200508:2211,60000
20200508:2311,60000
20200509:0011,60000
20200509:0111,60000
20200509:0211,60000
20200509:0311,60000
20200509:0411,60000
20200509:0511,60000
20200509:0611,60000
20200509:0711,60000
20200509:0811,60000
20200509:0911,60000
20200509:1011,60000
20200509:1111,60000
20200509:1211,60000
20200509:1311,60000
20200509:1411,60000
20200509:1511,60000
20200509:1611,60000
20200509:1711,60000
20200509:1811,60000
20200509:1911,60000
20200509:2011,60000
20200509:2111,60000
20200509:2211,60000
20200509:2311,60000
20200510:0011,60000
20200510:0111,60000
20200510:0211,60000
20200510:0311,60000
20200510:0411,60000
20200510:0511,60000
20200510:0611,60000
20200510:0711,60000
20200510:0811,60000
20200510:0911,60000
20200510:1011,60000
20200510:1111,60000
20200510:1211,60000
20200510:1311,60000
20200510:1411,60000
20200510:1511,60000
20200510:1611,60000
20200510:1711,60000
20200510:1811,60000
20200510:1911,60000
20200510:2011,60000
20200510:2111,60000
20200510:2211,60000
20200510:2311,60000
20200511:0011,60000
20200511:0111,60000
20200511:0211,60000
20200511:0311,60000
20200511:0411,60000
20200511:0511,60000
20200511:0611,60000
20200511:0711,60000
20200511:0811,60000
20200511:0911,60000
20200511:1011,60000
20200511:1111,60000
20200511:1211,60000
20200511:1311,60000
20200511:1411,60000
20200511:1511,60000
20200511:1611,60000
20200511:1711,60000
20200511:1811,60000
20200511:1911,60000
20200511:2011,60000
20200511:2111,60000
20200511:2211,60000
20200511:2311,60000
20200512:0011,60000
20200512:0111,60000
20200512:0211,60000
20200512:0311,60000
20200512:0411,60000
20200512:0511,60000
20200512:0611,60000
20200512:0711,60000
20200512:0811,60000
20200512:0911,60000
20200512:1011,60000
20200512:1111,60000
20200512:1211,60000
20200512:1311,60000
20200512:1411,60000
20200512:1511,60000
20200512:1611,60000
20200512:1711,60000
20200512:1811,60000
20200512:1911,60000
20200512:2011,60000
20200512:2111,60000
20200512:2211,60000
20200512:2311,60000
20200513:0011,60000
20200513:0111,60000
20200513:0211,60000
20200513:0311,60000
20200513:0411,60000
20200513:0511,60000
20200513:0611,60000
20200513:0711,60000
20200513:0811,60000
20200513:0911,60000
20200513:1011,60000
20200513:1111,60000
20200513:1211,60000
20200513:1311,60000
20200513:1411,60000
20200513:1511,60000
20200513:1611,60000
20200513:1711,60000
20200513:1811,60000
20200513:1911,60000
20200513:2011,60000
20200513:2111,60000
20200513:2211,60000
20200513:2311,60000
20200514:0011,60000
20200514:0111,60000
20200514:0211,60000
20200514:0311,60000
20200514:0411,60000
20200514:0511,60000
20200514:0611,60000
20200514:0711,60000
20200514:0811,60000
20200514:0911,60000
20200514:1011,60000
20200514:1111,60000
20200514:1211,60000
20200514:1311,60000
20200514:1411,60000
20200514:1511,60000
20200514:1611,60000
20200514:1711,60000
20200514:1811,60000
20200514:1911,60000
20200514:2011,60000
20200514:2111,60000
20200514:2211,60000
20200514:2311,60000
20200515:0011,60000
20200515:0111,60000
20200515:0211,60000
20200515:0311,60000
20200515:0411,60000
20200515:0511,60000
20200515:0611,60000
20200515:0711,60000
20200515:0811,60000
20200515:0911,60000
20200515:1011,60000
20200515:1111,60000
20200515:1211,60000
20200515:1311,60000
20200515:1411,60000
20200515:1511,60000
20200515:1611,60000
20200515:1711,60000
20200515:1811,60000
20200515:1911,60000
20200515:2011,60000
20200515:2111,60000
20200515:2211,60000
20200515:2311,60000
20200516:0011,60000
20200516:0111,60000
20200516:0211,60000
20200516:0311,60000
20200516:0411,60000
20200516:0511,60000
20200516:0611,60000
20200516:0711,60000
20200516:0811,60000
20200516:0911,60000
20200516:1011,60000
20200516:1111,60000
20200516:1211,60000
20200516:1311,60000
20200516:1411,60000
20200516:1511,60000
20200516:1611,60000
20200516:1711,60000
20200516:1811,60000
20200516:1911,60000
20200516:2011,60000
20200516:2111,60000
20200516:2211,60000
20200516:2311,60000
20200517:0011,60000
20200517:0111,60000
20200517:0211,60000
20200517:0311,60000
20200517:0411,60000
20200517:0511,60000
20200517:0611,60000
20200517:0711,60000
20200517:0811,60000
20200517:0911,60000
20200517:1011,60000
20200517:1111,60000
20200517:1211,60000
20200517:1311,60000
20200517:1411,60000
20200517:1511,60000
20200517:1611,60000
20200517:1711,60000
20200517:1811,60000
20200517:1911,60000
20200517:2011,60000
20200517:2111,60000
20200517:2211,60000
20200517:2311,60000
20200518:0011,60000
20200518:0111,60000
20200518:0211,60000
20200518:0311,60000
20200518:0411,60000
20200518:0511,60000
20200518:0611,60000
20200518:0711,60000
20200518:0811,60000
20200518:0911,60000
20200518:1011,60000
20200518:1111,60000
20200518:1211,60000
20200518:1311,60000
20200518:1411,60000
20200518:1511,60000
20200518:1611,60000
20200518:1711,60000
20200518:1811,60000
20200518:1911,60000
20200518:2011,60000
20200518:2111,60000
20200518:2211,60000
20200518:2311,60000
20200519:0011,60000
20200519:0111,60000
20200519:0211,60000
20200519:0311,60000
20200519:0411,60000
20200519:0511,60000
20200519:0611,60000
20200519:0711,60000
20200519:0811,60000
20200519:0911,60000
20200519:1011,60000
20200519:1111,60000
20200519:1211,60000
20200519:1311,60000
20200519:1411,60000
20200519:1511,60000
20200519:1611,60000
20200519:1711,60000
20200519:1811,60000
20200519:1911,60000
20200519:2011,60000
20200519:2111,60000
20200519:2211,60000
20200519:2311,60000
20200520:0011,60000
20200520:0111,60000
20200520:0211,60000
20200520:0311,60000
20200520:0411,60000
20200520:0511,60000
20200520:0611,60000
20200520:0711,60000
20200520:0811,60000
20200520:0911,60000
20200520:1011,60000
20200520:1111,60000
20200520:1211,60000
20200520:1311,60000
20200520:1411,60000
20200520:1511,60000
20200520:1611,60000
20200520:1711,60000
20200520:1811,60000
20200520:1911,60000
20200520:2011,60000
20200520:2111,60000
20200520:2211,60000
20200520:2311,60000
20200521:0011,60000
20200521:0111,60000
20200521:0211,60000
20200521:0311,60000
20200521:0411,60000
20200521:0511,60000
20200521:0611,60000
20200521:0711,60000
20200521:0811,60000
20200521:0911,60000
20200521:1011,60000
20200521:1111,60000
20200521:1211,60000
20200521:1311,60000
20200521:1411,60000
20200521:1511,60000
20200521:1611,60000
20200521:1711,60000
20200521:1811,60000
20200521:1911,60000
20200521:2011,60000
20200521:2111,60000
20200521:2211,60000
20200521:2311,60000
20200522:0011,60000
20200522:0111,60000
20200522:0211,60000
20200522:0311,60000
20200522:0411,60000
20200522:0511,60000
20200522:0611,60000
20200522:0711,60000
20200522:0811,60000
20200522:0911,60000
20200522:1011,60000
20200522:1111,60000
20200522:1211,60000
20200522:1311,60000
20200522:1411,60000
20200522:1511,60000
20200522:1611,60000
20200522:1711,60000
20200522:1811,60000
20200522:1911,60000
20200522:2011,60000
20200522:2111,60000
20200522:2211,60000
20200522:2311,60000
20200523:0011,60000
20200523:0111,60000
20200523:0211,60000
20200523:0311,60000
20200523:0411,60000
20200523:0511,60000
20200523:0611,60000
20200523:0711,60000
20200523:0811,60000
20200523:0911,60000
20200523:1011,60000
20200523:1111,60000
20200523:1211,60000
20200523:1311,60000
20200523:1411,60000
20200523:1511,60000
20200523:1611,60000
20200523:1711,60000
20200523:1811,60000
20200523:1911,60000
20200523:2011,60000
20200523:2111,60000
20200523:2211,60000
20200523:2311,60000
20200524:0011,60000
20200524:0111,60000
20200524:0211,60000
20200524:0311,60000
20200524:0411,60000
20200524:0511,60000
20200524:0611,60000
20200524:0711,60000
20200524:0811,60000
20200524:0911,60000
20200524:1011,60000
20200524:1111,60000
20200524:1211,60000
20200524:1311,60000
20200524:1411,60000
20200524:1511,60000
20200524:1611,60000
20200524:1711,60000
20200524:1811,60000
20200524:1911,60000
20200524:2011,60000
20200524:2111,60000
20200524:2211,60000
20200524:2311,60000
20200525:0011,60000
20200525:0111,60000
20200525:0211,60000
20200525:0311,60000
20200525:0411,60000
20200525:0511,60000
20200525:0611,60000
20200525:0711,60000
20200525:0811,60000
20200525:0911,60000
20200525:1011,60000
20200525:1111,60000
20200525:1211,60000
20200525:1311,60000
20200525:1411,60000
20200525:1511,60000
20200525:1611,60000
20200525:1711,60000
20200525:1811,60000
20200525:1911,60000
20200525:2011,60000
20200525:2111,60000
20200525:2211,60000
20200525:2311,60000
20200526:0011,60000
20200526:0111,60000
20200526:0211,60000
20200526:0311,60000
20200526:0411,60000
20200526:0511,60000
20200526:0611,60000
20200526:0711,60000
20200526:0811,60000
20200526:0911,60000
20200526:1011,60000
20200526:1111,60000
20200526:1211,60000
20200526:1311,60000
20200526:1411,60000
20200526:1511,60000
20200526:1611,60000
20200526:1711,60000
20200526:1811,60000
20200526:1911,60000
20200526:2011,60000
20200526:2111,60000
20200526:2211,60000
20200526:2311,60000
20200527:0011,60000
20200527:0111,60000
20200527:0211,60000
20200527:0311,60000
20200527:0411,60000
20200527:0511,60000
20200527:0611,60000
20200527:0711,60000
20200527:0811,60000
20200527:0911,60000
20200527:1011,60000
20200527:1111,60000
20200527:1211,60000
20200527:1311,60000
20200527:1411,60000
20200527:1511,60000
20200527:1611,60000
20200527:1711,60000
20200527:1811,60000
20200527:1911,60000
20200527:2011,60000
20200527:2111,60000
20200527:2211,60000
20200527:2311,60000
20200528:0011,60000
20200528:0111,60000
20200528:0211,60000
20200528:0311,60000
20200528:0411,60000
20200528:0511,60000
20200528:0611,60000
20200528:0711,60000
20200528:0811,60000
20200528:0911,60000
20200528:1011,60000
20200528:1111,60000
20200528:1211,60000
20200528:1311,60000
20200528:1411,60000
20200528:1511,60000
20200528:1611,60000
20200528:1711,60000
